//EOS file using Gadget forsterite EOS. c=constant entropy, v=constant entropy and vapor dome 
 //Made using GADGET_Fe_EOS.txt and ANEOS_Dunite_VapDome.txt
//Next line defines the read data type (0=standard linear, 1=standard log, 2=Hubbard) 
# 0 
Density (kg/m^3)	Pressure (Pa)	Temperature (K)	Entropy (J/kg)	
5.953533E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.015605E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.078323E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.141696E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.205729E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.270430E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.335805E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.401862E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.468608E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.536049E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.604194E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.673049E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.742622E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.812921E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.883952E+03	2.122196E+01	2.028595E+03	1.500000E+03
6.955724E+03	2.122196E+01	2.028595E+03	1.500000E+03
7.028244E+03	2.122196E+01	2.028595E+03	1.500000E+03
7.101521E+03	2.122196E+01	2.028595E+03	1.500000E+03
7.175561E+03	2.122196E+01	2.028595E+03	1.500000E+03
7.250373E+03	2.122196E+01	2.028595E+03	1.500000E+03
7.325965E+03	1.487492E+08	2.032142E+03	1.500000E+03
7.402346E+03	6.249115E+08	2.043381E+03	1.500000E+03
7.479523E+03	2.336937E+09	2.080419E+03	1.500000E+03
7.557504E+03	4.183437E+09	2.118903E+03	1.500000E+03
7.636298E+03	6.132106E+09	2.158156E+03	1.500000E+03
7.715914E+03	8.167597E+09	2.197790E+03	1.500000E+03
7.796360E+03	1.029735E+10	2.237802E+03	1.500000E+03
7.877645E+03	1.253878E+10	2.278119E+03	1.500000E+03
7.959777E+03	1.485966E+10	2.318736E+03	1.500000E+03
8.042765E+03	1.722659E+10	2.359679E+03	1.500000E+03
8.126619E+03	1.962254E+10	2.400952E+03	1.500000E+03
8.211347E+03	2.204998E+10	2.442533E+03	1.500000E+03
8.296959E+03	2.451372E+10	2.484408E+03	1.500000E+03
8.383462E+03	2.615318E+10	2.526613E+03	1.500000E+03
8.470868E+03	2.667856E+10	2.569117E+03	1.500000E+03
8.559185E+03	2.695061E+10	2.611925E+03	1.500000E+03
8.648423E+03	2.722615E+10	2.655039E+03	1.500000E+03
8.738592E+03	2.806924E+10	2.698448E+03	1.500000E+03
8.829700E+03	3.013598E+10	2.742149E+03	1.500000E+03
8.921758E+03	3.318920E+10	2.786149E+03	1.500000E+03
9.014776E+03	3.634983E+10	2.830445E+03	1.500000E+03
9.108764E+03	3.962433E+10	2.875033E+03	1.500000E+03
9.203732E+03	4.301937E+10	2.919905E+03	1.500000E+03
9.299690E+03	4.654284E+10	2.965190E+03	1.500000E+03
9.396648E+03	5.020306E+10	3.010647E+03	1.500000E+03
9.494618E+03	5.400334E+10	3.056266E+03	1.500000E+03
9.593608E+03	5.795263E+10	3.102332E+03	1.500000E+03
9.693631E+03	6.205737E+10	3.148667E+03	1.500000E+03
9.794697E+03	6.632540E+10	3.195299E+03	1.500000E+03
9.896816E+03	7.076452E+10	3.242216E+03	1.500000E+03
1.000000E+04	7.538284E+10	3.289433E+03	1.500000E+03
1.010426E+04	8.019490E+10	3.337043E+03	1.500000E+03
1.020961E+04	8.520435E+10	3.384922E+03	1.500000E+03
1.031605E+04	9.041841E+10	3.432810E+03	1.500000E+03
1.042361E+04	9.584831E+10	3.481106E+03	1.500000E+03
1.053228E+04	1.015025E+11	3.529735E+03	1.500000E+03
1.064209E+04	1.073902E+11	3.578673E+03	1.500000E+03
1.075305E+04	1.135208E+11	3.627897E+03	1.500000E+03
1.086516E+04	1.199038E+11	3.677425E+03	1.500000E+03
1.097844E+04	1.265490E+11	3.727238E+03	1.500000E+03
1.109290E+04	1.334661E+11	3.777330E+03	1.500000E+03
1.120855E+04	1.406796E+11	3.827740E+03	1.500000E+03
1.132541E+04	1.481998E+11	3.878373E+03	1.500000E+03
1.144349E+04	1.560254E+11	3.929305E+03	1.500000E+03
1.156280E+04	1.641679E+11	3.980582E+03	1.500000E+03
1.168335E+04	1.726379E+11	4.032122E+03	1.500000E+03
1.180517E+04	1.814551E+11	4.083953E+03	1.500000E+03
1.192825E+04	1.906547E+11	4.136064E+03	1.500000E+03
1.205261E+04	2.002194E+11	4.188470E+03	1.500000E+03
1.217827E+04	2.101602E+11	4.241178E+03	1.500000E+03
1.230524E+04	2.204991E+11	4.294204E+03	1.500000E+03
1.243353E+04	2.312819E+11	4.347477E+03	1.500000E+03
1.256317E+04	2.424811E+11	4.401048E+03	1.500000E+03
1.269415E+04	2.541086E+11	4.454933E+03	1.500000E+03
1.282650E+04	2.662303E+11	4.509122E+03	1.500000E+03
1.296023E+04	2.788220E+11	4.563612E+03	1.500000E+03
1.309535E+04	2.918846E+11	4.618377E+03	1.500000E+03
1.323188E+04	3.054976E+11	4.673454E+03	1.500000E+03
1.336984E+04	3.196219E+11	4.728836E+03	1.500000E+03
1.350923E+04	3.342823E+11	4.784543E+03	1.500000E+03
1.365008E+04	3.495395E+11	4.840497E+03	1.500000E+03
1.379239E+04	3.653458E+11	4.896815E+03	1.500000E+03
1.393619E+04	3.817936E+11	4.953383E+03	1.500000E+03
1.408149E+04	3.988402E+11	5.010318E+03	1.500000E+03
1.422830E+04	4.165463E+11	5.067502E+03	1.500000E+03
1.437665E+04	4.349111E+11	5.125083E+03	1.500000E+03
1.452654E+04	4.539704E+11	5.183376E+03	1.500000E+03
1.467799E+04	4.737342E+11	5.241768E+03	1.500000E+03
1.483103E+04	4.942355E+11	5.300162E+03	1.500000E+03
1.498565E+04	5.154759E+11	5.358599E+03	1.500000E+03
1.514189E+04	5.375214E+11	5.417659E+03	1.500000E+03
1.529976E+04	5.603321E+11	5.477402E+03	1.500000E+03
1.545928E+04	5.840251E+11	5.537112E+03	1.500000E+03
1.562046E+04	6.085336E+11	5.596880E+03	1.500000E+03
1.578331E+04	6.339324E+11	5.657337E+03	1.500000E+03
1.594787E+04	6.602563E+11	5.718328E+03	1.500000E+03
1.611414E+04	6.874859E+11	5.779406E+03	1.500000E+03
1.628215E+04	7.156983E+11	5.840919E+03	1.500000E+03
1.645191E+04	7.449167E+11	5.903236E+03	1.500000E+03
1.662343E+04	7.751339E+11	5.965494E+03	1.500000E+03
1.679675E+04	8.063905E+11	6.027445E+03	1.500000E+03
1.697187E+04	8.387695E+11	6.089547E+03	1.500000E+03
1.714882E+04	8.722601E+11	6.153297E+03	1.500000E+03
1.732761E+04	9.068845E+11	6.216980E+03	1.500000E+03
1.750827E+04	9.426784E+11	6.280384E+03	1.500000E+03
1.769081E+04	9.797055E+11	6.343940E+03	1.500000E+03
1.787526E+04	1.018009E+12	6.409155E+03	1.500000E+03
1.806162E+04	1.057588E+12	6.474178E+03	1.500000E+03
1.824993E+04	1.098485E+12	6.538891E+03	1.500000E+03
1.844021E+04	1.140747E+12	6.604251E+03	1.500000E+03
1.863246E+04	1.184419E+12	6.670686E+03	1.500000E+03
1.882672E+04	1.229530E+12	6.737026E+03	1.500000E+03
1.902301E+04	1.276119E+12	6.803239E+03	1.500000E+03
1.922135E+04	1.324240E+12	6.870193E+03	1.500000E+03
1.942175E+04	1.373937E+12	6.938049E+03	1.500000E+03
1.962424E+04	1.425241E+12	7.005676E+03	1.500000E+03
1.982884E+04	1.478208E+12	7.073815E+03	1.500000E+03
2.003557E+04	1.532877E+12	7.142181E+03	1.500000E+03
2.024447E+04	1.589302E+12	7.211298E+03	1.500000E+03
2.045553E+04	1.647521E+12	7.280561E+03	1.500000E+03
2.066880E+04	1.707586E+12	7.350284E+03	1.500000E+03
2.088430E+04	1.769542E+12	7.420185E+03	1.500000E+03
2.110203E+04	1.833452E+12	7.490695E+03	1.500000E+03
2.132204E+04	1.899401E+12	7.561981E+03	1.500000E+03
2.154435E+04	1.967395E+12	7.632943E+03	1.500000E+03
2.176897E+04	2.037492E+12	7.704486E+03	1.500000E+03
2.199593E+04	2.109746E+12	7.776946E+03	1.500000E+03
2.222526E+04	2.184274E+12	7.849487E+03	1.500000E+03
2.245698E+04	2.261072E+12	7.921900E+03	1.500000E+03
2.269112E+04	2.340203E+12	7.995547E+03	1.500000E+03
2.292769E+04	2.421787E+12	8.069649E+03	1.500000E+03
2.316674E+04	2.505828E+12	8.143499E+03	1.500000E+03
2.340827E+04	2.592390E+12	8.217787E+03	1.500000E+03
2.365233E+04	2.681620E+12	8.293457E+03	1.500000E+03
2.389893E+04	2.773463E+12	8.368799E+03	1.500000E+03
2.414810E+04	2.868122E+12	8.444126E+03	1.500000E+03
2.439986E+04	2.965543E+12	8.521080E+03	1.500000E+03
2.465426E+04	3.065930E+12	8.597883E+03	1.500000E+03
2.491130E+04	3.169230E+12	8.674713E+03	1.500000E+03
2.517102E+04	3.275613E+12	8.752603E+03	1.500000E+03
2.543346E+04	3.385117E+12	8.830996E+03	1.500000E+03
2.569863E+04	3.497792E+12	8.909289E+03	1.500000E+03
2.596656E+04	3.613823E+12	8.988306E+03	1.500000E+03
2.623729E+04	3.733205E+12	9.068169E+03	1.500000E+03
2.651084E+04	3.856024E+12	9.147903E+03	1.500000E+03
2.678724E+04	3.982416E+12	9.228338E+03	1.500000E+03
2.706652E+04	4.112465E+12	9.309459E+03	1.500000E+03
2.734872E+04	4.246281E+12	9.394917E+03	1.500000E+03
2.763385E+04	4.384039E+12	9.493531E+03	1.500000E+03
2.792196E+04	4.525724E+12	9.592488E+03	1.500000E+03
2.821308E+04	4.680469E+12	9.688557E+03	1.500000E+03
2.850723E+04	4.840549E+12	9.784325E+03	1.500000E+03
2.880444E+04	5.002298E+12	9.881092E+03	1.500000E+03
2.910476E+04	5.165733E+12	9.978868E+03	1.500000E+03
2.940820E+04	5.330873E+12	1.007766E+04	1.500000E+03
2.971481E+04	5.497734E+12	1.017749E+04	1.500000E+03
3.002462E+04	5.666335E+12	1.027835E+04	1.500000E+03
3.033765E+04	5.836693E+12	1.038027E+04	1.500000E+03
3.065395E+04	6.008828E+12	1.048325E+04	1.500000E+03
3.097355E+04	6.182758E+12	1.058731E+04	1.500000E+03
3.129648E+04	6.376819E+12	1.069473E+04	1.500000E+03
3.162278E+04	6.574555E+12	1.080347E+04	1.500000E+03
